春秋	左傳
晉	又
又	交
交	輔
輔	之
將	以
以	害
害	楚
其	事
事	集
集	矣
王	信
信	之
問	伍奢
伍奢	對
對	曰
君	一
一	過
過	多
多	矣
何	信
信	於
於	讒
王	執
執	伍奢
使	城父
城父	司馬奮揚
司馬奮揚	殺
殺	太子
未	至
而	使
使	遣
遣	之
大子建	奔
奔	宋
王	召
召	奮揚
奮揚	使
使	城父人
城父人	執
執	己
己	以
以	至
王	曰
言	出
出	於
於	余
余	口
入	於
於	爾
爾	耳
誰	告
告	建
建	也
對	曰
臣	告
告	之
君王	命
命	臣
臣	曰
事	建
建	如
如	事
事	餘
臣	不
不	佞
不	能
能	茍
茍	貳
奉	初
初	以
以	還
不	忍
忍	後
後	命
故	遣
遣	之
既而	悔
悔	之
亦	無
無	及
及	已
王	曰
而	敢
敢	來
何	也
對	曰
使	而
而	失
失	命
召	而
而	不
不	來
是	再
再	奸
奸	也
逃	無
無	所
所	入
王	曰
從	政
政	如
如	他日
無極	曰
奢	之
之	子
子	材
若	在
在	吳
必	憂
憂	楚國
盍	以
以	免
免	其
其	父
父	召
召	之
彼	仁
必	來
不	然
將	為
為	患
王	使
使	召
召	之
之	曰
吾	免
免	而
而	父
棠君尚	謂
謂	其
其	弟
弟	員
員	曰
爾	適
適	吳
我	將
將	歸
歸	死
吾	知
知	不
不	逮
我	能
能	死
爾	能
能	報
聞	免
免	父
父	之
之	命
不	可以
可以	莫
莫	之
之	奔
奔	也
親戚	為
為	戮
不	可以
可以	莫
莫	之
之	報
報	也
奔	死
死	免
免	父
孝	也
度	功
功	而
而	行
仁	也
擇	任
任	而
而	往
知	也
知	死
死	不
不	辟
勇	也
父	不
不	可
可	棄
名	不
不	可
可	廢
爾	其
其	勉
勉	之
相	從
從	為
為	愈
伍尚	歸
奢	聞
聞	員
員	不
不	來
大夫	其
其	旰食
旰食	乎
楚人	皆
皆	殺
殺	之
員	如
如	吳
言	伐
伐	楚
楚	之
之	利
利	於
於	州于
公子光	曰
是	宗
宗	為
為	戮
而	欲
欲	反
反	其
其	讎
不	可
可	從
從	也
員	曰
彼	將
將	有
有	他
他	志
餘	姑
姑	為
為	之
之	求
求	士
而	鄙
鄙	以
以	待
待	之
乃	見
見	鱄設諸
鱄設諸	焉
而	耕
耕	於
於	鄙
宋元公	無
無	信
信	多
多	私
而	惡
惡	華
華亥	與
與	向寧
向寧	謀
謀	曰
亡	愈
愈	於
於	死
先	諸
華亥	偽
偽	有
有	疾
以	誘
誘	群
群	公子
公子	問
問	之
則	執
執	之
六月	丙申
殺	公子寅
拘	向勝
向行	於
於	其
其	廩
公	如
如	華氏
華氏	請
請	焉
弗	許
遂	劫
劫	之
取	太子欒
太子欒	與
與	母弟
母弟	辰
公子地	以
以	為
為	質
公	亦
亦	取
取	華亥
華亥	之
之	子
子	無戚
向寧	之
之	子
子	羅
華定	之
之	子
子	啟
與	華氏
華氏	盟
以	為
為	質
衛公孟縶	狎
狎	齊豹
奪	之
之	司寇
司寇	與
與	鄄
有	役
役	則
則	反
反	之
無	則
則	取
取	之
公孟	惡
惡	北宮喜
欲	去
去	之
公子朝	通
通	于
于	襄夫人宣姜
懼	而
而	欲
欲	以
以	作亂
故	齊豹
公子朝	作亂
齊豹	見
見	宗魯
宗魯	於
於	公孟
為	驂乘
驂乘	焉
將	作亂
而	謂
謂	之
之	曰
公孟	之
之	不
不	善
子	所
所	知
知	也
勿	與
與	乘
吾	將
將	殺
殺	之
對	曰
吾	由
由	子
子	事
事	公孟
子	假
假	吾
吾	名
名	焉
故	不
不	吾
吾	遠
遠	也
雖	其
其	不
不	善
吾	亦
亦	知
知	之
抑	以
以	利
利	故
不	能
能	去
是	吾
吾	過
過	也
今	聞
聞	難
難	而
而	逃
是	僭
僭	子
子	也
子	行
行	事
事	乎
吾	將
將	死
死	之
以	周
周	事
事	子
而	歸
歸	死
死	於
於	公孟
其	可
可	也
衛侯	在
在	平壽
公孟	有事
有事	於
於	蓋獲
蓋獲	之
之	門
門	外
齊子氏	帷
帷	於
於	門
門	外
而	伏
伏	甲
甲	焉
使	祝灶
祝灶	寘
寘	戈
戈	於
於	車薪
車薪	以
以	當
當	門
使	一
一	乘
乘	從
從	公孟
公孟	以
以	出
使	華齊
華齊	御
御	公孟
宗魯	驂乘
及	閎
閎	中
齊氏	用
用	戈
戈	擊
擊	公孟
宗魯	以
以	背
背	蔽
蔽	之
斷	肱
以	中
中	公孟
公孟	之
之	肩
皆	殺
殺	之
公	聞
聞	亂
乘	驅
驅	自
自	閱門
閱門	入
慶比	御
御	公
公南楚	驂乘
使	華寅
華寅	乘
乘	貳車
及	公
公	宮
鴻騮魋	駟乘
駟乘	于
于	公
公	載
載	寶
寶	以
以	出
褚師子申	遇
遇	公
公	于
于	馬路
馬路	之
之	衢
遂	從
過	齊氏
使	華寅
華寅	肉袒
執	蓋
蓋	以
以	當
當	其
其	闕
齊氏	射
射	公
中	南楚
南楚	之
之	背
公	遂
遂	出
寅	閉
閉	郭門
逾	而
而	從
從	公
公	如
如	死鳥
析朱鉏	宵
宵	從
從	竇
竇	出
徒行	從
從	公
齊侯	使
使	公孫青
公孫青	聘
聘	于
于	衛
既	出
聞	衛
衛	亂
使	請
請	所
所	聘
公	曰
猶	在
在	竟
竟	內
則	衛君
衛君	也
乃	將
將	事
事	焉
遂	從
從	諸
諸	死鳥
請	將
將	事
辭	曰
亡人	不
不	佞
失守	社稷
越	在
在	草莽
吾子	無
無	所
所	辱
辱	君命
賓	曰
寡君	命
命	下臣
下臣	於
於	朝
朝	曰
阿下	執事
臣	不
不	敢
敢	貳
主人	曰
君	若
若	惠顧
惠顧	先君
先君	之
之	好
照臨	敝邑
鎮撫	其
其	社稷
則	有
有	宗祧
宗祧	在
乃	止
衛侯	固
固	請
請	見
見	之
不	獲
獲	命
以	其
其	良馬
良馬	見
為	未
未	致
致	使
使	故
故	也
衛侯	以
以	為
為	乘馬
賓	將
將	掫
主人	辭
辭	曰
亡人	之
之	憂
不	可以
可以	及
及	吾子
草莽	之
之	中
不	足以
足以	辱
辱	從
從	者
敢	辭
賓	曰
寡君	之
之	下臣
君	之
之	牧圉
牧圉	也
若	不
不	獲
獲	捍
捍	外役
是	不
不	有
有	寡君
寡君	也
臣	懼
懼	不
不	免
免	於
於	戾
請	以
以	除
除	死
親	執
執	鐸
終夕	與
與	於
於	燎
齊氏	之
之	宰
宰	渠子
渠子	召
召	北宮子
北宮氏	之
之	宰
宰	不
不	與
與	聞
謀	殺
殺	渠子
遂	伐
伐	齊氏
滅	之
公	入
與	北宮喜
北宮喜	盟
盟	于
于	彭水
彭水	之
之	上
遂	盟
盟	國人
八月	辛亥
子高魴	出奔
出奔	晉
殺	宣姜
衛侯	賜
賜	北宮喜
北宮喜	謚
謚	曰
曰	貞子
賜	析朱鉏
析朱鉏	謚
謚	曰
曰	成子
而	以
以	齊氏
齊氏	之
之	墓
墓	予
予	之
衛侯	告
告	寧
寧	于
于	齊
且	言
言	子石
齊侯	將
將	飲
飲	酒
遍	賜
賜	大夫
大夫	曰
二三子	之
之	教
教	也
苑何忌	辭
與	於
於	青
青	之
之	賞
必	及
及	于
于	其
其	罰
父子	兄弟
罪	不
不	相
相	及
況	在
在	群
群	臣
臣	敢
敢	貪
貪	君賜
君賜	以
以	干
干	先王
琴張	聞
聞	宗魯
宗魯	死
將	往
往	吊
吊	之
仲尼	曰
齊豹	之
之	盜
而	孟縶
孟縶	之
之	賊
女	何
何	吊
吊	焉
君子	不
不	食
食	奸
不	受
受	亂
不	為
為	利
利	疚
疚	於
於	回
不	以
以	回
回	待
待	人
不	蓋
蓋	不義
不	犯
犯	非
非	禮
向	之
之	亂
郳甲	出奔
出奔	鄭
其	徒
徒	與
與	華氏
華氏	戰
戰	于
于	鬼閻
敗	子城
子城	適
適	晉
華亥	與
與	其
其	妻
必	盥
盥	而
而	食
食	所
所	質
質	公子
公子	者
者	而
而	後
後	食
公	與
與	夫人
夫人	每
每	日
日	必
必	適
適	華氏
食	公子
公子	而
而	後
後	歸
華亥	患
患	之
欲	歸
歸	公子
向寧	曰
唯	不
不	信
故	質
質	其
其	子
若	又
又	歸
歸	之
死	無
無	日
日	矣
公	請
請	於
於	華費遂
將	攻
攻	華氏
對	曰
臣	不
不	敢
敢	愛
愛	死
無乃	求
求	去
去	憂
憂	而
而	滋長
滋長	乎
臣	是以
是以	懼
敢	不
不	聽
聽	命
公	曰
子	死
死	亡
亡	有
有	命
餘	不
不	忍
忍	其
其	訽
公	殺
殺	華
向	之
之	質
質	而
而	攻
攻	之
向	奔
奔	陳
華登	奔
奔	吳
向寧	欲
欲	殺
殺	太子
華亥	曰
干	君
君	而
而	出
又	殺
殺	其
其	子
其	誰
誰	納
納	我
且	歸
歸	之
之	有
有	庸
使	少司寇牼
少司寇牼	以
以	歸
子	之
之	齒
齒	長
長	矣
不	能
能	事
事	人
以	三
三	公子
公子	為
為	質
必	免
公子	既
既	入
華牼	將
將	自
自	門
門	行
公	遽
遽	見
見	之
執	其
其	手
餘	知
知	而
而	無
無	罪
罪	也
復	而
而	所
齊侯	疥
遂	痁
期	而
而	不
不	瘳
諸侯	之
之	賓
賓	問
問	疾
疾	者
者	多
多	在
梁丘據	與
與	裔款
裔款	言
言	於
於	公
公	曰
吾	事
事	鬼神
鬼神	豐
於	先君
先君	有
有	加
加	矣
今	君
君	疾病
為	諸侯
諸侯	憂
是	祝
史	之
之	罪
罪	也
諸侯	不
不	知
其	謂
謂	我
我	不
不	敬
君	盍
盍	誅
誅	於
於	祝固
史嚚	以
以	辭
辭	賓
公	說
告	晏子
晏子	曰
日	宋
宋	之
之	盟
屈建	問
問	范會
范會	之
之	德
德	於
於	趙武
趙武	曰
夫子	之
之	家事
家事	治
言	於
於	晉國
竭	情
情	無
無	私
其	祝
史	祭祀
陳	信
信	不
不	愧
其	家事
家事	無
無	猜
其	祝
史	不
不	祈
建	以
以	語
語	康王
康王	曰
人	無
無	怨
宜	夫子
夫子	之
之	光
光	輔
輔	五
五	君
君	以
以	為
為	諸侯
諸侯	主
主	也
公	曰
據	與
與	款
款	謂
謂	寡人
寡人	能
能	事
事	鬼神
故	欲
欲	誅
誅	于
于	祝
子	稱
稱	是
是	語
何	故
對	曰
若	有
有	德
德	之
之	君
外內	不
不	廢
上下	無
無	怨
動	無
無	違事
其	祝
史	薦信
無	愧心
愧心	矣
是以	鬼神
鬼神	用
用	饗
國	受
受	其
其	福
史	與
與	焉
其	所以
所以	蕃祉
蕃祉	老壽
老壽	者
為	信君
信君	使
使	也
其	言
言	忠信
忠信	於
於	鬼神
其	適
適	遇
遇	淫君
外內	頗邪
上下	怨疾
動作	辟違
從欲	厭
厭	私
高臺	深池
撞鐘	舞女
斬刈	民力
輸掠	其
其	聚
以	成
成	其
其	違
不	恤
恤	後人
暴虐	淫從
肆行	非
非	度
無	所
所	還忌
不	思
思	謗讟
不	憚
憚	鬼神
神	怒
怒	民
民	痛
無	悛
悛	於
於	心
其	祝
史	薦信
是	言
言	罪
罪	也
其	蓋
蓋	失
失	數
數	美
是	矯誣
矯誣	也
進退	無
無	辭
則	虛
虛	以
以	求
求	媚
是以	鬼神
鬼神	不
不	饗
饗	其
其	國
國	以
以	禍
禍	之
史	與
與	焉
所以	夭昏
夭昏	孤疾
孤疾	者
為	暴君
暴君	使
使	也
其	言
言	僭嫚
僭嫚	於
於	鬼神
公	曰
然	則
則	若之何
對	曰
不可	為
為	也
山林	之
之	木
衡鹿	守
守	之
澤	之
之	萑蒲
舟鮫	守
守	之
藪	之
之	薪蒸
虞候	守
守	之
海	之
之	鹽
祈望	守
守	之
縣鄙	之
之	人
入	從
從	其
其	政
偪介	之
之	關
暴征	其
其	私
承嗣	大夫
強	易
易	其
其	賄
布	常
常	無
無	藝
徵	斂
斂	無
無	度
宮室	日
日	更
淫	樂
樂	不
不	違
內寵	之
之	妾
肆	奪
奪	於
於	市
外寵	之
之	臣
僭	令
令	於
於	鄙
私	欲
欲	養
養	求
不	給
給	則
則	應
民人	苦病
夫婦	皆
皆	詛
祝	有
有	益
益	也
詛	亦
亦	有
有	損
攝	以
以	東
尤	以
以	西
其	為人
為人	也
也	多
多	矣
雖	其
其	善
善	祝
豈	能
能	勝
勝	億兆人
億兆人	之
之	詛
君	若
若	欲
欲	誅
誅	於
於	祝
修德	而後
而後	可
公	說
使	有司
有司	寬政
毀	關
去	禁
已	責
齊侯	田
田	于
于	沛
招	虞人
虞人	以
以	弓
不	進
公	使
使	執
執	之
辭	曰
昔	我
我	先君
先君	之
之	田
田	也
旃	以
以	招
招	大夫
弓	以
以	招
招	士
皮冠	以
以	招
招	虞人
臣	不
不	見
見	皮冠
故	不
不	敢
敢	進
乃	舍
舍	之
仲尼	曰
守道	不如
不如	守
守	官
君子	韙
韙	之
齊侯	至
至	自
自	田
晏子	侍
侍	于
于	遄臺
子猶	馳
馳	而
而	造
造	焉
公	曰
唯	據
據	與
與	我
我	和
和	夫
晏子	對
對	曰
據	亦
亦	同
同	也
焉	得
得	為
為	和
公	曰
和	與
與	同
同	異
異	乎
對	曰
和	如
如	羹
羹	焉
以	烹
烹	魚肉
燀	之
之	以
以	薪
宰夫	和
和	之
齊	之
之	以
以	味
濟	其
其	不
不	及
以	泄
泄	其
其	過
君子	食
食	之
以	平
平	其
其	心
君臣	亦
亦	然
君	所
所	謂
謂	可
可	而
而	有
有	否
否	焉
臣	獻
獻	其
其	否
否	以
以	成
成	其
其	可
君	所
所	謂
謂	否
否	而
而	有
有	可
可	焉
臣	獻
獻	其
其	可
可	以
以	去
去	其
其	否
是以	政
政	平
平	而
而	不
不	干
民	無
無	爭
爭	心
亦	有
有	和羹
既	戒
戒	既
既	平
鬷嘏	無
無	言
時	靡
靡	有
有	爭
先王	之
之	濟
濟	五味
和	五聲
五聲	也
以	平
平	其
其	心
成	其
其	政
政	也
聲	亦
亦	如
如	味
以	相
相	成
成	也
以	相
相	濟
濟	也
君子	聽
聽	之
以	平
平	其
其	心
心	平
德	和
德音	不
不	瑕
今	據
據	不
不	然
君	所
所	謂
謂	可
據	亦
亦	曰
曰	可
君	所
所	謂
謂	否
據	亦
亦	曰
曰	否
若	以
以	水
水	濟
濟	水
誰	能
能	食
食	之
若	琴瑟
琴瑟	之
之	專壹
誰	能
能	聽
聽	之
同	之
之	不可
不可	也
也	如是
飲酒	樂
公	曰
古	而
而	無
無	死
其	樂
樂	若
若	何
晏子	對
對	曰
古	而
而	無
無	死
則	古
古	之
之	樂
樂	也
君	何
何	得
得	焉
昔	爽鳩氏
爽鳩氏	始
始	居
居	此
此	地
季荝	因
因	之
有逢伯陵	因
因	之
蒲姑氏	因
因	之
而後	大公
大公	因
因	之
古	若
若	無
無	死
爽鳩氏	之
之	樂
非	君
君	所
所	愿
愿	也
鄭子產	有
有	疾
謂	子大叔
子大叔	曰
我	死
子	必
必	為
為	政
唯	有
有	德
德	者
者	能
能	以
以	寬
寬	服
服	民
其次	莫
莫	如
如	猛
夫	火烈
民	望
望	而
而	畏
畏	之
故	鮮
鮮	死
死	焉
水	懦弱
民	狎
狎	而
而	玩
玩	之
則	多
多	死
死	焉
故	寬
寬	難
疾	數
數	月
月	而
而	卒
大叔	為
為	政
不	忍
忍	猛
猛	而
而	寬
鄭國	多
多	盜
取	人
人	於
於	萑苻
萑苻	之
之	澤
大叔	悔
悔	之
吾	早
早	從
從	夫子
不	及
及	此
興	徒兵
徒兵	以
以	攻
攻	萑苻
萑苻	之
之	盜
盡	殺
殺	之
盜	少
少	止
仲尼	曰
政	寬
寬	則
則	民
民	慢
慢	則
則	糾
糾	之
之	以
以	猛
猛	則
則	民
民	殘
殘	則
則	施
施	之
之	以
以	寬
寬	以
以	濟
濟	猛
猛	以
以	濟
濟	寬
政	是以
是以	和
民	亦
亦	勞
勞	止
汔	可
可	小康
惠	此
此	中國
以	綏
綏	四方
施	之
之	以
以	寬
寬	也
毋	從
從	詭隨
以	謹
謹	無良
式遏	寇虐
慘	不
不	畏
畏	明
糾	之
之	以
以	猛
猛	也
柔	遠
遠	能
能	邇
以	定
定	我
我	王
平	之
之	以
以	和
和	也
又	曰
不	競
競	不
不	絿
不	剛
剛	不
不	柔
布	政
政	優優
百	祿
祿	是
是	遒
和	之
之	至
至	也
及	子產
子產	卒
仲尼	聞
聞	之
出	涕
涕	曰
古	之
之	遺愛
遺愛	也
天王	將
將	鑄
鑄	無射
泠州鳩	曰
王	其
其	以
以	心疾
心疾	死
死	乎
夫	樂
天子	之
之	職
職	也
夫	音
樂	之
之	輿
輿	也
而	鐘
音	之
之	器
器	也
天子	省
省	風
風	以
以	作
作	樂
器	以
以	鐘
鐘	之
輿	以
以	行
行	之
小	者
者	不
不	窕
大	者
者	不
不	摦
則	和
和	於
於	物
物	和
和	則
則	嘉
嘉	成
故	和聲
和聲	入
入	於
於	耳
耳	而
而	藏
藏	於
於	心
心億	則
則	樂
窕	則
則	不
不	咸
摦	則
則	不
不	容
心	是
是	以
以	感
感	實
實	生
生	疾
今	鐘
鐘	摦
摦	矣
王	心
心	弗
弗	堪
其	能
能	久
久	乎
葬	蔡平公
蔡太子朱	失位
位	在
在	卑
大夫	送葬
送葬	者
歸	見
見	昭子
昭子	問
問	蔡
蔡	故
以	告
昭子	嘆
嘆	曰
蔡	其
其	亡
亡	乎
若	不
不	亡
是	君
君	也
也	必
必	不
不	終
不	解
解	于
于	位
民	之
之	攸
攸	墍
今	蔡侯
蔡侯	始
始	即位
而	適
適	卑
身	將
將	從
從	之
晉士鞅	來
來	聘
叔孫	為
為	政
季孫	欲
欲	惡
惡	諸
諸	晉
使	有司
有司	以
以	齊
齊	鮑國
鮑國	歸
歸	費
費	之
之	禮
禮	為
為	士鞅
士鞅	怒
鮑國	之
之	位
位	下
其	國
國	小
而	使
使	鞅
鞅	從
從	其
其	牢禮
是	卑
卑	敝邑
敝邑	也
將	復
復	諸
諸	寡君
魯人	恐
加	四
四	牢
牢	焉
為	十一
十一	牢
宋華費	遂
遂	生
生	華貙
貙	為
為	少司馬
多僚	為
為	御士
與	貙
貙	相
相	惡
乃	譖
譖	諸
諸	公
公	曰
貙	將
將	納
納	亡人
亟	言
言	之
公	曰
司馬	以
以	吾
吾	故
亡	其
其	良子
死	亡
亡	有
有	命
吾	不
不	可以
可以	再
再	亡
亡	之
對	曰
君	若
若	愛
愛	司馬
則	如
如	亡
死	如
如	可
可	逃
何	遠
遠	之
之	有
公	懼
使	侍人
侍人	召
召	馬
馬	之
之	侍人
侍人	宜僚
飲	之
之	酒
